Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
48	39.7126425248	40.0	40.0	40.0	39.0	40.0	BC10_run2
49	39.7233163937	40.0	40.0	40.0	39.0	40.0	BC10_run2
50	39.7233996688	40.0	40.0	40.0	39.0	40.0	BC10_run2
51	39.7139241739	40.0	40.0	40.0	39.0	40.0	BC10_run2
52	39.7046154863	40.0	40.0	40.0	39.0	40.0	BC10_run2
53	39.6965500236	40.0	40.0	40.0	39.0	40.0	BC10_run2
54	39.6766567249	40.0	40.0	40.0	39.0	40.0	BC10_run2
55	39.6911142683	40.0	40.0	40.0	39.0	40.0	BC10_run2
56	39.7015393648	40.0	40.0	40.0	39.0	40.0	BC10_run2
57	39.6906940735	40.0	40.0	40.0	39.0	40.0	BC10_run2
58	39.6879071799	40.0	40.0	40.0	39.0	40.0	BC10_run2
59	39.6903498664	40.0	40.0	40.0	39.0	40.0	BC10_run2
60	39.6852114598	40.0	40.0	40.0	39.0	40.0	BC10_run2
61	39.6693101058	40.0	40.0	40.0	39.0	40.0	BC10_run2
62	39.6530067919	40.0	40.0	40.0	39.0	40.0	BC10_run2
63	39.6626804672	40.0	40.0	40.0	39.0	40.0	BC10_run2
64	39.6707246361	40.0	40.0	40.0	39.0	40.0	BC10_run2
65	39.6611065261	40.0	40.0	40.0	39.0	40.0	BC10_run2
66	39.6578711637	40.0	40.0	40.0	39.0	40.0	BC10_run2
67	39.6481468926	40.0	40.0	40.0	39.0	40.0	BC10_run2
68	39.6517290643	40.0	40.0	40.0	39.0	40.0	BC10_run2
69	39.6349659452	40.0	40.0	40.0	39.0	40.0	BC10_run2
70	39.6288477266	40.0	40.0	40.0	39.0	40.0	BC10_run2
71	39.6320155214	40.0	40.0	40.0	39.0	40.0	BC10_run2
72	39.6274698132	40.0	40.0	40.0	39.0	40.0	BC10_run2
73	39.623530808	40.0	40.0	40.0	39.0	40.0	BC10_run2
74	39.6210581747	40.0	40.0	40.0	39.0	40.0	BC10_run2
75	39.6085506888	40.0	40.0	40.0	39.0	40.0	BC10_run2
